中文名,英文名,等级,总排名,等级内序号,海克斯名称
戏命师,Jhin,棱彩,38,6,质变：混沌
戏命师,Jhin,黄金,39,19,魄罗爆破手
戏命师,Jhin,白银,40,15,家园卫士
戏命师,Jhin,棱彩,41,7,亮出你的剑
戏命师,Jhin,白银,42,16,属性！
戏命师,Jhin,棱彩,43,8,属性叠属性叠属性！
戏命师,Jhin,白银,44,17,逃跑计划
戏命师,Jhin,棱彩,45,9,夺金
戏命师,Jhin,黄金,46,20,老练狙神
戏命师,Jhin,黄金,47,21,缩小射线
戏命师,Jhin,黄金,48,22,接二连三
戏命师,Jhin,白银,49,18,速度恶魔
戏命师,Jhin,白银,50,19,大力
戏命师,Jhin,黄金,51,23,关键暴击
戏命师,Jhin,黄金,52,24,火上浇油
戏命师,Jhin,黄金,53,25,心灵净化
戏命师,Jhin,棱彩,54,10,精准奇才
戏命师,Jhin,棱彩,55,11,地狱三头犬
戏命师,Jhin,棱彩,56,12,物法皆修
戏命师,Jhin,棱彩,57,13,玻璃大炮
戏命师,Jhin,棱彩,58,14,秘术冲拳
戏命师,Jhin,棱彩,59,15,战争交响乐
戏命师,Jhin,棱彩,60,16,歌利亚巨人
戏命师,Jhin,棱彩,61,17,潘朵拉的盒子
戏命师,Jhin,黄金,62,26,易损
戏命师,Jhin,白银,63,20,练腿日
戏命师,Jhin,黄金,64,27,回力OK镖
戏命师,Jhin,棱彩,65,18,尊我为王
戏命师,Jhin,黄金,66,28,会心治疗
戏命师,Jhin,黄金,67,29,作弊：我能回城！
戏命师,Jhin,黄金,68,30,吞噬灵魂
戏命师,Jhin,棱彩,69,19,飞身踢
戏命师,Jhin,棱彩,70,20,当心小蛋糕！
戏命师,Jhin,白银,71,21,唯快不破
戏命师,Jhin,棱彩,72,21,史上最大雪球
戏命师,Jhin,黄金,73,31,升级：耀光
戏命师,Jhin,棱彩,74,22,终极刷新
戏命师,Jhin,黄金,75,32,循环往复
戏命师,Jhin,黄金,76,33,升级：雪球
戏命师,Jhin,白银,77,22,会心防御
戏命师,Jhin,黄金,78,34,闪现向前
戏命师,Jhin,棱彩,79,23,无限循环往复
戏命师,Jhin,白银,80,23,由暴生急
戏命师,Jhin,棱彩,81,24,全能龙魂
戏命师,Jhin,棱彩,82,25,利刃华尔兹
戏命师,Jhin,黄金,83,35,面包和果酱
戏命师,Jhin,黄金,84,36,弹球
戏命师,Jhin,黄金,85,37,面包和黄油
戏命师,Jhin,白银,86,24,负重爆气
戏命师,Jhin,黄金,87,38,无休回复
戏命师,Jhin,黄金,88,39,急急小子
戏命师,Jhin,黄金,89,40,雪球扭蛋机
戏命师,Jhin,白银,90,25,霸符兄弟
戏命师,Jhin,棱彩,91,26,小丑学院
戏命师,Jhin,棱彩,92,27,任务：海牛阿福的勇士
戏命师,Jhin,黄金,93,41,杀戮时间到了
戏命师,Jhin,白银,94,26,海克斯科技龙魂
戏命师,Jhin,黄金,95,42,虚幻武器
戏命师,Jhin,黄金,96,43,生机迸发
戏命师,Jhin,黄金,97,44,溢流
戏命师,Jhin,黄金,98,45,古式佳酿
戏命师,Jhin,棱彩,99,28,科学狂人
戏命师,Jhin,黄金,100,46,神圣干预
戏命师,Jhin,棱彩,101,29,扳机炼狱
戏命师,Jhin,棱彩,102,30,终极唤醒
戏命师,Jhin,棱彩,103,31,？？？
戏命师,Jhin,白银,104,27,杀意翻涌
戏命师,Jhin,白银,105,28,防护面纱
戏命师,Jhin,黄金,106,47,超凡邪恶
戏命师,Jhin,黄金,107,48,最终都市列车
戏命师,Jhin,棱彩,108,32,回归基本功
戏命师,Jhin,黄金,109,49,坦克引擎
戏命师,Jhin,棱彩,110,33,卡皮巴拉空投
戏命师,Jhin,白银,111,29,吵闹鬼
戏命师,Jhin,黄金,112,50,尖端发明家
戏命师,Jhin,棱彩,113,34,神圣雪球
戏命师,Jhin,黄金,114,51,神射法师
戏命师,Jhin,白银,115,30,退敌力场
戏命师,Jhin,黄金,116,52,祖母的辣椒油
戏命师,Jhin,棱彩,117,35,魄罗之王的弹跳
戏命师,Jhin,白银,118,31,转得我眩晕了
戏命师,Jhin,棱彩,119,36,精怪魔法
戏命师,Jhin,白银,120,32,海洋龙魂
戏命师,Jhin,白银,121,33,火狐
戏命师,Jhin,白银,122,34,重量级打击手
戏命师,Jhin,黄金,123,53,面包和奶酪
戏命师,Jhin,棱彩,124,37,虚空裂隙
戏命师,Jhin,棱彩,125,38,你肩上的恶魔
戏命师,Jhin,棱彩,126,39,量子计算
戏命师,Jhin,黄金,127,54,炽烈黎明
戏命师,Jhin,黄金,128,55,黎明使者的坚决
戏命师,Jhin,棱彩,129,40,感受燃烧
戏命师,Jhin,白银,130,35,侵蚀
戏命师,Jhin,黄金,131,56,任务：钢化你心
戏命师,Jhin,黄金,132,57,坚韧
戏命师,Jhin,白银,133,36,俯冲轰炸
戏命师,Jhin,棱彩,134,41,男爵之手
戏命师,Jhin,棱彩,135,42,炼狱导管
戏命师,Jhin,黄金,136,58,星界躯体
戏命师,Jhin,棱彩,137,43,你摸不到
戏命师,Jhin,白银,138,37,纯粹主义者 - 术师
戏命师,Jhin,白银,139,38,注魔
戏命师,Jhin,棱彩,140,44,不祥契约
戏命师,Jhin,黄金,141,59,基石法师
戏命师,Jhin,棱彩,142,45,残忍
戏命师,Jhin,白银,143,39,终极不可阻挡
戏命师,Jhin,白银,144,40,山脉龙魂
戏命师,Jhin,棱彩,145,46,激光治疗
戏命师,Jhin,白银,146,41,自我毁灭
戏命师,Jhin,白银,147,42,冰霜 幽灵
戏命师,Jhin,白银,148,43,折磨者
戏命师,Jhin,白银,149,44,巫师式思考
戏命师,Jhin,白银,150,45,冰寒
戏命师,Jhin,白银,151,46,由心及物
戏命师,Jhin,棱彩,152,47,蛋白粉奶昔
戏命师,Jhin,棱彩,153,48,巨像的勇气
戏命师,Jhin,黄金,154,60,不动如山
戏命师,Jhin,棱彩,155,49,尤里卡
戏命师,Jhin,白银,156,47,恶趣味
戏命师,Jhin,白银,157,48,物理转魔法
戏命师,Jhin,白银,158,49,帽上加帽
戏命师,Jhin,棱彩,159,50,慢炖
戏命师,Jhin,白银,160,50,坚若磐石
戏命师,Jhin,棱彩,161,51,任务：沃格勒特的巫师帽
戏命师,Jhin,黄金,162,61,咏叹奏鸣
戏命师,Jhin,黄金,163,62,超强大脑
戏命师,Jhin,白银,164,51,闪闪现现
戏命师,Jhin,白银,165,52,升级：中娅
戏命师,Jhin,棱彩,166,52,最终形态
戏命师,Jhin,白银,167,53,急救用具
戏命师,Jhin,棱彩,168,53,和我一起困在这里
戏命师,Jhin,棱彩,169,54,任务：艾卡西亚的陷落
戏命师,Jhin,白银,170,54,天音爆
戏命师,Jhin,黄金,171,63,圣火
戏命师,Jhin,黄金,172,64,魔鬼之舞
戏命师,Jhin,棱彩,173,55,死亡之环
戏命师,Jhin,棱彩,174,56,王中王，靴中靴
戏命师,Jhin,白银,175,55,升级：荆棘之甲
戏命师,Jhin,棱彩,176,57,信念者的强化
戏命师,Jhin,白银,177,56,升级：献祭
暴走萝莉,Jinx,黄金,1,1,暴击飞弹
暴走萝莉,Jinx,黄金,2,2,更万用的瞄准镜
暴走萝莉,Jinx,白银,3,1,台风
暴走萝莉,Jinx,黄金,4,3,暴击律动
暴走萝莉,Jinx,白银,5,2,灵巧
暴走萝莉,Jinx,黄金,6,4,闪电打击
暴走萝莉,Jinx,棱彩,7,1,连拨击锤
暴走萝莉,Jinx,棱彩,8,2,双刀流
暴走萝莉,Jinx,白银,9,3,点亮他们！
暴走萝莉,Jinx,棱彩,10,3,踢踏舞
暴走萝莉,Jinx,棱彩,11,4,最万用的瞄准镜
暴走萝莉,Jinx,白银,12,4,万用瞄准镜
暴走萝莉,Jinx,黄金,13,5,吸血习性
暴走萝莉,Jinx,黄金,14,6,罪恶快感
暴走萝莉,Jinx,黄金,15,7,接二连三
暴走萝莉,Jinx,黄金,16,8,魔法飞弹
暴走萝莉,Jinx,棱彩,17,5,巨人杀手
暴走萝莉,Jinx,白银,18,5,渴血
暴走萝莉,Jinx,白银,19,6,升级：收集者
暴走萝莉,Jinx,黄金,20,9,火上浇油
暴走萝莉,Jinx,黄金,21,10,升级：无尽之刃
暴走萝莉,Jinx,黄金,22,11,质变：棱彩阶
暴走萝莉,Jinx,棱彩,23,6,战争交响乐
暴走萝莉,Jinx,黄金,24,12,缩小射线
暴走萝莉,Jinx,黄金,25,13,穿针引线
暴走萝莉,Jinx,黄金,26,14,双发快射
暴走萝莉,Jinx,黄金,27,15,灵魂虹吸
暴走萝莉,Jinx,黄金,28,16,缩小引擎
暴走萝莉,Jinx,白银,29,7,质变：黄金阶
暴走萝莉,Jinx,黄金,30,17,属性叠属性！
暴走萝莉,Jinx,棱彩,31,7,地狱三头犬
暴走萝莉,Jinx,黄金,32,18,会心治疗
暴走萝莉,Jinx,棱彩,33,8,质变：混沌
暴走萝莉,Jinx,白银,34,8,魔法转物理
暴走萝莉,Jinx,白银,35,9,活力再生
暴走萝莉,Jinx,黄金,36,19,关键暴击
暴走萝莉,Jinx,白银,37,10,大力
暴走萝莉,Jinx,黄金,38,20,捐赠
暴走萝莉,Jinx,黄金,39,21,易损
暴走萝莉,Jinx,黄金,40,22,红包
暴走萝莉,Jinx,白银,41,11,家园卫士
暴走萝莉,Jinx,白银,42,12,属性！
暴走萝莉,Jinx,白银,43,13,扇巴掌
暴走萝莉,Jinx,白银,44,14,逃跑计划
暴走萝莉,Jinx,黄金,45,23,心灵净化
暴走萝莉,Jinx,黄金,46,24,升级：狂妄
暴走萝莉,Jinx,棱彩,47,9,秘术冲拳
暴走萝莉,Jinx,白银,48,15,练腿日
暴走萝莉,Jinx,棱彩,49,10,潘朵拉的盒子
暴走萝莉,Jinx,白银,50,16,霸符兄弟
暴走萝莉,Jinx,棱彩,51,11,亮出你的剑
暴走萝莉,Jinx,棱彩,52,12,属性叠属性叠属性！
暴走萝莉,Jinx,黄金,53,25,作弊：我能回城！
暴走萝莉,Jinx,白银,54,17,唯快不破
暴走萝莉,Jinx,黄金,55,26,一板一眼
暴走萝莉,Jinx,棱彩,56,13,飞身踢
暴走萝莉,Jinx,棱彩,57,14,玻璃大炮
暴走萝莉,Jinx,黄金,58,27,裁决使
暴走萝莉,Jinx,白银,59,18,会心防御
暴走萝莉,Jinx,黄金,60,28,闪现向前
暴走萝莉,Jinx,白银,61,19,残暴之力
暴走萝莉,Jinx,黄金,62,29,有始有终
暴走萝莉,Jinx,白银,63,20,炼狱龙魂
暴走萝莉,Jinx,黄金,64,30,吞噬灵魂
暴走萝莉,Jinx,黄金,65,31,生机迸发
暴走萝莉,Jinx,白银,66,21,海克斯科技龙魂
暴走萝莉,Jinx,黄金,67,32,老练狙神
暴走萝莉,Jinx,黄金,68,33,无休回复
暴走萝莉,Jinx,棱彩,69,15,史上最大雪球
暴走萝莉,Jinx,棱彩,70,16,夺金
暴走萝莉,Jinx,黄金,71,34,升级：雪球
暴走萝莉,Jinx,黄金,72,35,面包和果酱
暴走萝莉,Jinx,白银,73,22,速度恶魔
暴走萝莉,Jinx,棱彩,74,17,珠光护手
暴走萝莉,Jinx,棱彩,75,18,任务：海牛阿福的勇士
暴走萝莉,Jinx,黄金,76,36,虚幻武器
暴走萝莉,Jinx,白银,77,23,由暴生急
暴走萝莉,Jinx,棱彩,78,19,全能龙魂
暴走萝莉,Jinx,黄金,79,37,弹球
暴走萝莉,Jinx,棱彩,80,20,无限循环往复
暴走萝莉,Jinx,白银,81,24,防护面纱
暴走萝莉,Jinx,黄金,82,38,循环往复
暴走萝莉,Jinx,白银,83,25,侵蚀
暴走萝莉,Jinx,黄金,84,39,尖端发明家
暴走萝莉,Jinx,棱彩,85,21,当心小蛋糕！
暴走萝莉,Jinx,棱彩,86,22,终极刷新
暴走萝莉,Jinx,黄金,87,40,雪球扭蛋机
暴走萝莉,Jinx,白银,88,26,重量级打击手
暴走萝莉,Jinx,白银,89,27,吵闹鬼
暴走萝莉,Jinx,白银,90,28,海洋龙魂
暴走萝莉,Jinx,白银,91,29,退敌力场
暴走萝莉,Jinx,白银,92,30,杀意翻涌
暴走萝莉,Jinx,黄金,93,41,神射法师
暴走萝莉,Jinx,黄金,94,42,神圣干预
暴走萝莉,Jinx,黄金,95,43,急急小子
暴走萝莉,Jinx,黄金,96,44,魄罗爆破手
暴走萝莉,Jinx,棱彩,97,23,精准奇才
暴走萝莉,Jinx,黄金,98,45,最终都市列车
暴走萝莉,Jinx,黄金,99,46,坦克引擎
暴走萝莉,Jinx,棱彩,100,24,？？？
暴走萝莉,Jinx,棱彩,101,25,回归基本功
暴走萝莉,Jinx,黄金,102,47,回力OK镖
暴走萝莉,Jinx,黄金,103,48,黎明使者的坚决
暴走萝莉,Jinx,棱彩,104,26,终极唤醒
暴走萝莉,Jinx,黄金,105,49,杀戮时间到了
暴走萝莉,Jinx,白银,106,31,转得我眩晕了
暴走萝莉,Jinx,棱彩,107,27,科学狂人
暴走萝莉,Jinx,棱彩,108,28,小丑学院
暴走萝莉,Jinx,棱彩,109,29,尊我为王
暴走萝莉,Jinx,棱彩,110,30,魄罗之王的弹跳
暴走萝莉,Jinx,黄金,111,50,坚韧
暴走萝莉,Jinx,棱彩,112,31,神圣雪球
暴走萝莉,Jinx,棱彩,113,32,歌利亚巨人
暴走萝莉,Jinx,黄金,114,51,任务：钢化你心
暴走萝莉,Jinx,棱彩,115,33,卡皮巴拉空投
暴走萝莉,Jinx,黄金,116,52,星界躯体
暴走萝莉,Jinx,黄金,117,53,炽烈黎明
暴走萝莉,Jinx,白银,118,32,注魔
暴走萝莉,Jinx,棱彩,119,34,精怪魔法
暴走萝莉,Jinx,棱彩,120,35,炼狱导管
暴走萝莉,Jinx,黄金,121,54,溢流
暴走萝莉,Jinx,棱彩,122,36,量子计算
暴走萝莉,Jinx,棱彩,123,37,你肩上的恶魔
暴走萝莉,Jinx,黄金,124,55,面包和奶酪
暴走萝莉,Jinx,棱彩,125,38,感受燃烧
暴走萝莉,Jinx,黄金,126,56,古式佳酿
暴走萝莉,Jinx,棱彩,127,39,扳机炼狱
暴走萝莉,Jinx,白银,128,33,俯冲轰炸
暴走萝莉,Jinx,白银,129,34,负重爆气
暴走萝莉,Jinx,棱彩,130,40,你摸不到
暴走萝莉,Jinx,白银,131,35,纯粹主义者 - 术师
暴走萝莉,Jinx,棱彩,132,41,利刃华尔兹
暴走萝莉,Jinx,棱彩,133,42,蛋白粉奶昔
暴走萝莉,Jinx,黄金,134,57,基石法师
暴走萝莉,Jinx,白银,135,36,山脉龙魂
暴走萝莉,Jinx,白银,136,37,冰寒
暴走萝莉,Jinx,白银,137,38,冰霜 幽灵
暴走萝莉,Jinx,白银,138,39,自我毁灭
暴走萝莉,Jinx,白银,139,40,终极不可阻挡
暴走萝莉,Jinx,白银,140,41,双生火焰
暴走萝莉,Jinx,棱彩,141,43,慢炖
暴走萝莉,Jinx,白银,142,42,由心及物
暴走萝莉,Jinx,棱彩,143,44,激光治疗
暴走萝莉,Jinx,棱彩,144,45,男爵之手
暴走萝莉,Jinx,白银,145,43,折磨者
暴走萝莉,Jinx,黄金,146,58,不动如山
暴走萝莉,Jinx,白银,147,44,急救用具
暴走萝莉,Jinx,白银,148,45,恶趣味
暴走萝莉,Jinx,棱彩,149,46,巨像的勇气
暴走萝莉,Jinx,白银,150,46,坚若磐石
暴走萝莉,Jinx,白银,151,47,巫师式思考
暴走萝莉,Jinx,白银,152,48,天音爆
暴走萝莉,Jinx,黄金,153,59,圣火
暴走萝莉,Jinx,白银,154,49,闪闪现现
暴走萝莉,Jinx,黄金,155,60,咏叹奏鸣
暴走萝莉,Jinx,棱彩,156,47,最终形态
暴走萝莉,Jinx,棱彩,157,48,死亡之环
暴走萝莉,Jinx,黄金,158,61,升级：耀光
暴走萝莉,Jinx,棱彩,159,49,和我一起困在这里
暴走萝莉,Jinx,棱彩,160,50,任务：艾卡西亚的陷落
暴走萝莉,Jinx,棱彩,161,51,任务：沃格勒特的巫师帽
暴走萝莉,Jinx,棱彩,162,52,信念者的强化
暴走萝莉,Jinx,白银,163,50,升级：中娅
暴走萝莉,Jinx,白银,164,51,升级：献祭
暴走萝莉,Jinx,棱彩,165,53,王中王，靴中靴
暴走萝莉,Jinx,棱彩,166,54,尤里卡
暴走萝莉,Jinx,白银,167,52,升级：荆棘之甲
虚空之女,Kaisa,黄金,1,1,暴击飞弹
虚空之女,Kaisa,白银,2,1,狂热者
虚空之女,Kaisa,黄金,3,2,更万用的瞄准镜
虚空之女,Kaisa,黄金,4,3,闪电打击
虚空之女,Kaisa,黄金,5,4,接二连三
虚空之女,Kaisa,白银,6,2,台风
虚空之女,Kaisa,棱彩,7,1,双刀流
虚空之女,Kaisa,棱彩,8,2,连拨击锤
虚空之女,Kaisa,黄金,9,5,神射法师
虚空之女,Kaisa,白银,10,3,灵巧
虚空之女,Kaisa,黄金,11,6,吸血习性
虚空之女,Kaisa,黄金,12,7,质变：棱彩阶
虚空之女,Kaisa,黄金,13,8,魔法飞弹
虚空之女,Kaisa,棱彩,14,3,珠光护手
虚空之女,Kaisa,黄金,15,9,穿针引线
虚空之女,Kaisa,白银,16,4,点亮他们！
虚空之女,Kaisa,黄金,17,10,暴击律动
虚空之女,Kaisa,黄金,18,11,裁决使
虚空之女,Kaisa,棱彩,19,4,物法皆修
虚空之女,Kaisa,棱彩,20,5,巨人杀手
虚空之女,Kaisa,棱彩,21,6,踢踏舞
虚空之女,Kaisa,白银,22,5,双生火焰
虚空之女,Kaisa,白银,23,6,渴血
虚空之女,Kaisa,黄金,24,12,罪恶快感
虚空之女,Kaisa,棱彩,25,7,最万用的瞄准镜
虚空之女,Kaisa,黄金,26,13,缩小引擎
虚空之女,Kaisa,白银,27,7,万用瞄准镜
虚空之女,Kaisa,白银,28,8,炼狱龙魂
虚空之女,Kaisa,黄金,29,14,火上浇油
虚空之女,Kaisa,黄金,30,15,升级：耀光
虚空之女,Kaisa,黄金,31,16,虚幻武器
虚空之女,Kaisa,黄金,32,17,魄罗爆破手
虚空之女,Kaisa,黄金,33,18,面包和果酱
虚空之女,Kaisa,白银,34,9,质变：黄金阶
虚空之女,Kaisa,黄金,35,19,属性叠属性！
虚空之女,Kaisa,白银,36,10,活力再生
虚空之女,Kaisa,黄金,37,20,双发快射
虚空之女,Kaisa,黄金,38,21,超凡邪恶
虚空之女,Kaisa,棱彩,39,8,质变：混沌
虚空之女,Kaisa,黄金,40,22,红包
虚空之女,Kaisa,黄金,41,23,捐赠
虚空之女,Kaisa,白银,42,11,属性！
虚空之女,Kaisa,棱彩,43,9,潘朵拉的盒子
虚空之女,Kaisa,棱彩,44,10,属性叠属性叠属性！
虚空之女,Kaisa,棱彩,45,11,秘术冲拳
虚空之女,Kaisa,白银,46,12,负重爆气
虚空之女,Kaisa,黄金,47,24,缩小射线
虚空之女,Kaisa,白银,48,13,升级：收集者
虚空之女,Kaisa,黄金,49,25,溢流
虚空之女,Kaisa,棱彩,50,12,战争交响乐
虚空之女,Kaisa,黄金,51,26,老练狙神
虚空之女,Kaisa,黄金,52,27,循环往复
虚空之女,Kaisa,白银,53,14,魔法转物理
虚空之女,Kaisa,黄金,54,28,关键暴击
虚空之女,Kaisa,白银,55,15,残暴之力
虚空之女,Kaisa,黄金,56,29,升级：无尽之刃
虚空之女,Kaisa,黄金,57,30,易损
虚空之女,Kaisa,白银,58,16,速度恶魔
虚空之女,Kaisa,黄金,59,31,升级：狂妄
虚空之女,Kaisa,棱彩,60,13,地狱三头犬
虚空之女,Kaisa,黄金,61,32,心灵净化
虚空之女,Kaisa,黄金,62,33,灵魂虹吸
虚空之女,Kaisa,白银,63,17,巫师式思考
虚空之女,Kaisa,黄金,64,34,面包和黄油
虚空之女,Kaisa,棱彩,65,14,玻璃大炮
虚空之女,Kaisa,黄金,66,35,有始有终
虚空之女,Kaisa,棱彩,67,15,尤里卡
虚空之女,Kaisa,黄金,68,36,作弊：我能回城！
虚空之女,Kaisa,白银,69,18,霸符兄弟
虚空之女,Kaisa,黄金,70,37,升级：雪球
虚空之女,Kaisa,棱彩,71,16,亮出你的剑
虚空之女,Kaisa,棱彩,72,17,无限循环往复
虚空之女,Kaisa,白银,73,19,物理转魔法
虚空之女,Kaisa,棱彩,74,18,史上最大雪球
虚空之女,Kaisa,黄金,75,38,尖端发明家
虚空之女,Kaisa,棱彩,76,19,尊我为王
虚空之女,Kaisa,黄金,77,39,古式佳酿
虚空之女,Kaisa,黄金,78,40,弹球
虚空之女,Kaisa,白银,79,20,逃跑计划
虚空之女,Kaisa,白银,80,21,家园卫士
虚空之女,Kaisa,白银,81,22,海克斯科技龙魂
虚空之女,Kaisa,棱彩,82,20,回归基本功
虚空之女,Kaisa,白银,83,23,大力
虚空之女,Kaisa,黄金,84,41,雪球扭蛋机
虚空之女,Kaisa,黄金,85,42,会心治疗
虚空之女,Kaisa,黄金,86,43,一板一眼
虚空之女,Kaisa,棱彩,87,21,歌利亚巨人
虚空之女,Kaisa,白银,88,24,练腿日
虚空之女,Kaisa,棱彩,89,22,任务：沃格勒特的巫师帽
虚空之女,Kaisa,白银,90,25,海洋龙魂
虚空之女,Kaisa,白银,91,26,注魔
虚空之女,Kaisa,棱彩,92,23,飞身踢
虚空之女,Kaisa,棱彩,93,24,扳机炼狱
虚空之女,Kaisa,棱彩,94,25,夺金
虚空之女,Kaisa,棱彩,95,26,任务：海牛阿福的勇士
虚空之女,Kaisa,棱彩,96,27,虚空裂隙
虚空之女,Kaisa,白银,97,27,会心防御
虚空之女,Kaisa,黄金,98,44,祖母的辣椒油
虚空之女,Kaisa,黄金,99,45,基石法师
虚空之女,Kaisa,棱彩,100,28,精准奇才
虚空之女,Kaisa,黄金,101,46,炽烈黎明
虚空之女,Kaisa,黄金,102,47,生机迸发
虚空之女,Kaisa,棱彩,103,29,利刃华尔兹
虚空之女,Kaisa,棱彩,104,30,当心小蛋糕！
虚空之女,Kaisa,白银,105,28,由心及物
虚空之女,Kaisa,白银,106,29,帽上加帽
虚空之女,Kaisa,棱彩,107,31,全能龙魂
虚空之女,Kaisa,黄金,108,48,闪现向前
虚空之女,Kaisa,白银,109,30,纯粹主义者 - 术师
虚空之女,Kaisa,黄金,110,49,急急小子
虚空之女,Kaisa,黄金,111,50,面包和奶酪
虚空之女,Kaisa,白银,112,31,防护面纱
虚空之女,Kaisa,棱彩,113,32,神圣雪球
虚空之女,Kaisa,黄金,114,51,无休回复
虚空之女,Kaisa,棱彩,115,33,炼狱导管
虚空之女,Kaisa,白银,116,32,侵蚀
虚空之女,Kaisa,棱彩,117,34,？？？
虚空之女,Kaisa,棱彩,118,35,你摸不到
虚空之女,Kaisa,白银,119,33,由暴生急
虚空之女,Kaisa,白银,120,34,升级：中娅
虚空之女,Kaisa,黄金,121,52,神圣干预
虚空之女,Kaisa,棱彩,122,36,科学狂人
虚空之女,Kaisa,黄金,123,53,超强大脑
虚空之女,Kaisa,黄金,124,54,最终都市列车
虚空之女,Kaisa,黄金,125,55,回力OK镖
虚空之女,Kaisa,白银,126,35,终极不可阻挡
虚空之女,Kaisa,白银,127,36,火狐
虚空之女,Kaisa,白银,128,37,吵闹鬼
虚空之女,Kaisa,白银,129,38,退敌力场
虚空之女,Kaisa,白银,130,39,唯快不破
虚空之女,Kaisa,棱彩,131,37,魄罗之王的弹跳
虚空之女,Kaisa,棱彩,132,38,小丑学院
虚空之女,Kaisa,黄金,133,56,坦克引擎
虚空之女,Kaisa,棱彩,134,39,卡皮巴拉空投
虚空之女,Kaisa,棱彩,135,40,不祥契约
虚空之女,Kaisa,棱彩,136,41,终极唤醒
虚空之女,Kaisa,黄金,137,57,黎明使者的坚决
虚空之女,Kaisa,白银,138,40,转得我眩晕了
虚空之女,Kaisa,白银,139,41,重量级打击手
虚空之女,Kaisa,棱彩,140,42,终极刷新
虚空之女,Kaisa,黄金,141,58,任务：钢化你心
虚空之女,Kaisa,白银,142,42,俯冲轰炸
虚空之女,Kaisa,棱彩,143,43,感受燃烧
虚空之女,Kaisa,黄金,144,59,坚韧
虚空之女,Kaisa,白银,145,43,杀意翻涌
虚空之女,Kaisa,棱彩,146,44,你肩上的恶魔
虚空之女,Kaisa,棱彩,147,45,量子计算
虚空之女,Kaisa,黄金,148,60,杀戮时间到了
虚空之女,Kaisa,棱彩,149,46,男爵之手
虚空之女,Kaisa,黄金,150,61,星界躯体
虚空之女,Kaisa,白银,151,44,山脉龙魂
虚空之女,Kaisa,棱彩,152,47,激光治疗
虚空之女,Kaisa,白银,153,45,自我毁灭
虚空之女,Kaisa,白银,154,46,冰霜 幽灵
虚空之女,Kaisa,棱彩,155,48,慢炖
虚空之女,Kaisa,棱彩,156,49,蛋白粉奶昔
虚空之女,Kaisa,白银,157,47,冰寒
虚空之女,Kaisa,棱彩,158,50,最终形态
虚空之女,Kaisa,白银,159,48,急救用具
虚空之女,Kaisa,黄金,160,62,咏叹奏鸣
虚空之女,Kaisa,白银,161,49,闪闪现现
虚空之女,Kaisa,黄金,162,63,圣火
虚空之女,Kaisa,白银,163,50,天音爆
虚空之女,Kaisa,棱彩,164,51,死亡之环
虚空之女,Kaisa,棱彩,165,52,和我一起困在这里
虚空之女,Kaisa,棱彩,166,53,任务：艾卡西亚的陷落
虚空之女,Kaisa,棱彩,167,54,信念者的强化
虚空之女,Kaisa,白银,168,51,折磨者
虚空之女,Kaisa,棱彩,169,55,王中王，靴中靴
虚空之女,Kaisa,棱彩,170,56,全凭身法
虚空之女,Kaisa,黄金,171,64,魔鬼之舞
虚空之女,Kaisa,白银,172,52,升级：献祭
复仇之矛,Kalista,黄金,1,1,更万用的瞄准镜
复仇之矛,Kalista,黄金,2,2,闪电打击
复仇之矛,Kalista,黄金,3,3,暴击飞弹
复仇之矛,Kalista,黄金,4,4,接二连三
复仇之矛,Kalista,黄金,5,5,暴击律动
复仇之矛,Kalista,白银,6,1,台风
复仇之矛,Kalista,白银,7,2,灵巧
复仇之矛,Kalista,棱彩,8,1,双刀流
复仇之矛,Kalista,棱彩,9,2,踢踏舞
复仇之矛,Kalista,黄金,10,6,吸血习性
复仇之矛,Kalista,白银,11,3,暗影疾奔
复仇之矛,Kalista,棱彩,12,3,连拨击锤
复仇之矛,Kalista,白银,13,4,点亮他们！
复仇之矛,Kalista,黄金,14,7,狂徒豪气
复仇之矛,Kalista,黄金,15,8,罪恶快感
复仇之矛,Kalista,棱彩,16,4,最万用的瞄准镜
复仇之矛,Kalista,白银,17,5,万用瞄准镜
复仇之矛,Kalista,黄金,18,9,火上浇油
复仇之矛,Kalista,白银,19,6,渴血
复仇之矛,Kalista,棱彩,20,5,巨人杀手
复仇之矛,Kalista,黄金,21,10,质变：棱彩阶
复仇之矛,Kalista,白银,22,7,快中求稳
复仇之矛,Kalista,黄金,23,11,双发快射
复仇之矛,Kalista,棱彩,24,6,战争交响乐
复仇之矛,Kalista,黄金,25,12,缩小射线
复仇之矛,Kalista,黄金,26,13,魔法飞弹
复仇之矛,Kalista,黄金,27,14,缩小引擎
复仇之矛,Kalista,白银,28,8,升级：收集者
复仇之矛,Kalista,黄金,29,15,裁决使
复仇之矛,Kalista,黄金,30,16,穿针引线
复仇之矛,Kalista,棱彩,31,7,地狱三头犬
复仇之矛,Kalista,白银,32,9,质变：黄金阶
复仇之矛,Kalista,黄金,33,17,属性叠属性！
复仇之矛,Kalista,黄金,34,18,灵魂虹吸
复仇之矛,Kalista,黄金,35,19,升级：无尽之刃
复仇之矛,Kalista,棱彩,36,8,大地苏醒
复仇之矛,Kalista,黄金,37,20,关键暴击
复仇之矛,Kalista,棱彩,38,9,质变：混沌
复仇之矛,Kalista,黄金,39,21,会心治疗
复仇之矛,Kalista,棱彩,40,10,全凭身法
